year,name,slug,locationCode,shapeClass,shapeLabel,baseToCoreRatio,childrenShare,workingAgeShare,olderShare,incomeGroup,incomeGroupCode,worldBankCode,maleToFemale20to49,femaleToMale65Plus,workingAgeBulgeShare,youthBulgeShare,interestingTags,interestingTagLabels,notchedCohorts,maleDentCohorts,population,imagePath,pageUrl,dataUrl,imageUrl
2026,Dominican Republic,dominican-republic,214,high-growth-pyramid,High-growth pyramid,1.226,25.81,65.69,8.5,Upper middle income,UMC,DOM,1.013,1.295,43.28,24.7,,,,,11609500,/population-pyramids/2026/high-growth-pyramid/dominican-republic.png,https://www.populationpyramid.net/dominican-republic/2026/,https://www.populationpyramid.net/api/pp/214/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fdominican-republic%2F2026%2F%3Fshare%3Dtrue
2026,Ecuador,ecuador,218,bullet-column,Bullet / column,1.05,23.34,67.8,8.86,Upper middle income,UMC,ECU,1.011,1.224,45.46,25.45,,,,,18444507,/population-pyramids/2026/bullet-column/ecuador.png,https://www.populationpyramid.net/ecuador/2026/,https://www.populationpyramid.net/api/pp/218/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fecuador%2F2026%2F%3Fshare%3Dtrue
2026,Egypt,egypt,818,high-growth-pyramid,High-growth pyramid,1.521,31.1,63.47,5.43,Lower middle income,LMC,EGY,1.035,1.308,42.44,25.52,,,,,120101175,/population-pyramids/2026/high-growth-pyramid/egypt.png,https://www.populationpyramid.net/egypt/2026/,https://www.populationpyramid.net/api/pp/818/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fegypt%2F2026%2F%3Fshare%3Dtrue
2026,El Salvador,el-salvador,222,bullet-column,Bullet / column,1.076,23.96,67.56,8.48,Upper middle income,UMC,SLV,0.937,1.595,45.87,27.27,,,,,6391254,/population-pyramids/2026/bullet-column/el-salvador.png,https://www.populationpyramid.net/el-salvador/2026/,https://www.populationpyramid.net/api/pp/222/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fel-salvador%2F2026%2F%3Fshare%3Dtrue
2026,Equatorial Guinea,equatorial-guinea,226,high-growth-pyramid,High-growth pyramid,1.933,36.85,59.29,3.85,Upper middle income,UMC,GNQ,1.219,1.087,40,24.95,,,,,1984468,/population-pyramids/2026/high-growth-pyramid/equatorial-guinea.png,https://www.populationpyramid.net/equatorial-guinea/2026/,https://www.populationpyramid.net/api/pp/226/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fequatorial-guinea%2F2026%2F%3Fshare%3Dtrue
2026,Eritrea,eritrea,232,high-growth-pyramid,High-growth pyramid,2.213,37.09,58.6,4.31,Low income,LIC,ERI,0.987,1.363,38.49,30.94,youth-bulge,Youth bulge,,,3682669,/population-pyramids/2026/high-growth-pyramid/eritrea.png,https://www.populationpyramid.net/eritrea/2026/,https://www.populationpyramid.net/api/pp/232/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Feritrea%2F2026%2F%3Fshare%3Dtrue
2026,Estonia,estonia,233,low-growth-constrictive,Low-growth / constrictive,0.768,14.89,62.84,22.27,High income,HIC,EST,1.078,1.764,37.31,15.53,rapid-aging-profile; female-longevity-skew,Aging-heavy profile; Older female surplus,,,1331062,/population-pyramids/2026/low-growth-constrictive/estonia.png,https://www.populationpyramid.net/estonia/2026/,https://www.populationpyramid.net/api/pp/233/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Festonia%2F2026%2F%3Fshare%3Dtrue
2026,Ethiopia,ethiopia,231,high-growth-pyramid,High-growth pyramid,2.156,38.51,58.12,3.37,Low income,LIC,ETH,1.004,1.254,39.89,29.5,world-bank-fcv-fy2027; youth-bulge,World Bank Public FCV list (FY2027); Youth bulge,,,138902185,/population-pyramids/2026/high-growth-pyramid/ethiopia.png,https://www.populationpyramid.net/ethiopia/2026/,https://www.populationpyramid.net/api/pp/231/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fethiopia%2F2026%2F%3Fshare%3Dtrue
2026,Fiji,fiji,242,high-growth-pyramid,High-growth pyramid,1.223,26.57,66.64,6.79,Upper middle income,UMC,FJI,0.996,1.335,44.32,24.56,,,,,937281,/population-pyramids/2026/high-growth-pyramid/fiji.png,https://www.populationpyramid.net/fiji/2026/,https://www.populationpyramid.net/api/pp/242/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ffiji%2F2026%2F%3Fshare%3Dtrue
2026,Finland,finland,246,low-growth-constrictive,Low-growth / constrictive,0.741,14.02,61.45,24.53,High income,HIC,FIN,1.063,1.25,37.3,17.28,rapid-aging-profile,Aging-heavy profile,,,5621738,/population-pyramids/2026/low-growth-constrictive/finland.png,https://www.populationpyramid.net/finland/2026/,https://www.populationpyramid.net/api/pp/246/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ffinland%2F2026%2F%3Fshare%3Dtrue
2026,France,france,250,bullet-column,Bullet / column,0.901,15.96,61.12,22.93,High income,HIC,FRA,0.996,1.296,35.87,18.58,rapid-aging-profile,Aging-heavy profile,,,66746401,/population-pyramids/2026/bullet-column/france.png,https://www.populationpyramid.net/france/2026/,https://www.populationpyramid.net/api/pp/250/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ffrance%2F2026%2F%3Fshare%3Dtrue
2026,French Guiana,french-guiana,254,high-growth-pyramid,High-growth pyramid,1.692,30.85,61.67,7.49,Not classified,NA,,0.878,1.136,38.67,24.23,male-working-age-deficit,Working-age male deficit,,,318872,/population-pyramids/2026/high-growth-pyramid/french-guiana.png,https://www.populationpyramid.net/french-guiana/2026/,https://www.populationpyramid.net/api/pp/254/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ffrench-guiana%2F2026%2F%3Fshare%3Dtrue
2026,French Polynesia,french-polynesia,258,bullet-column,Bullet / column,0.841,17.85,69.57,12.58,High income,HIC,PYF,1.011,1.051,42.66,21.58,,,,,283076,/population-pyramids/2026/bullet-column/french-polynesia.png,https://www.populationpyramid.net/french-polynesia/2026/,https://www.populationpyramid.net/api/pp/258/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ffrench-polynesia%2F2026%2F%3Fshare%3Dtrue
2026,Gabon,gabon,266,high-growth-pyramid,High-growth pyramid,1.836,35.95,59.87,4.18,Upper middle income,UMC,GAB,1.059,1.16,40.96,25.27,,,,,2647400,/population-pyramids/2026/high-growth-pyramid/gabon.png,https://www.populationpyramid.net/gabon/2026/,https://www.populationpyramid.net/api/pp/266/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgabon%2F2026%2F%3Fshare%3Dtrue
2026,Gambia,gambia,270,high-growth-pyramid,High-growth pyramid,2.229,39.16,57.55,3.3,Low income,LIC,GMB,0.996,1.264,38.68,28.77,youth-bulge,Youth bulge,,,2884080,/population-pyramids/2026/high-growth-pyramid/gambia.png,https://www.populationpyramid.net/gambia/2026/,https://www.populationpyramid.net/api/pp/270/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgambia%2F2026%2F%3Fshare%3Dtrue
2026,Georgia,georgia,268,bullet-column,Bullet / column,1.008,20.17,63.47,16.36,Upper middle income,UMC,GEO,0.972,1.836,38.9,17.99,female-longevity-skew,Older female surplus,,,3804642,/population-pyramids/2026/bullet-column/georgia.png,https://www.populationpyramid.net/georgia/2026/,https://www.populationpyramid.net/api/pp/268/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgeorgia%2F2026%2F%3Fshare%3Dtrue
2026,Germany,germany,276,low-growth-constrictive,Low-growth / constrictive,0.754,13.86,61.9,24.24,High income,HIC,DEU,1.056,1.242,35.51,14.98,rapid-aging-profile,Aging-heavy profile,,,83644258,/population-pyramids/2026/low-growth-constrictive/germany.png,https://www.populationpyramid.net/germany/2026/,https://www.populationpyramid.net/api/pp/276/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgermany%2F2026%2F%3Fshare%3Dtrue
2026,Ghana,ghana,288,high-growth-pyramid,High-growth pyramid,1.809,35.01,61.09,3.9,Lower middle income,LMC,GHA,1.001,1.224,41.36,27.19,,,,,35697557,/population-pyramids/2026/high-growth-pyramid/ghana.png,https://www.populationpyramid.net/ghana/2026/,https://www.populationpyramid.net/api/pp/288/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fghana%2F2026%2F%3Fshare%3Dtrue
2026,Greece,greece,300,low-growth-constrictive,Low-growth / constrictive,0.708,12.57,62.71,24.73,High income,HIC,GRC,1.044,1.312,34.89,15.79,rapid-aging-profile,Aging-heavy profile,,,9897116,/population-pyramids/2026/low-growth-constrictive/greece.png,https://www.populationpyramid.net/greece/2026/,https://www.populationpyramid.net/api/pp/300/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgreece%2F2026%2F%3Fshare%3Dtrue
2026,Grenada,grenada,308,bullet-column,Bullet / column,0.801,18.57,68.41,13.03,Upper middle income,UMC,GRD,1.027,1.206,45.53,21.84,,,,,117362,/population-pyramids/2026/bullet-column/grenada.png,https://www.populationpyramid.net/grenada/2026/,https://www.populationpyramid.net/api/pp/308/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fgrenada%2F2026%2F%3Fshare%3Dtrue
2026,Guadeloupe,guadeloupe,312,bullet-column,Bullet / column,1.121,15.85,58.63,25.52,Not classified,NA,,0.802,1.341,29.54,16.57,male-working-age-deficit; rapid-aging-profile,Working-age male deficit; Aging-heavy profile,,,372453,/population-pyramids/2026/bullet-column/guadeloupe.png,https://www.populationpyramid.net/guadeloupe/2026/,https://www.populationpyramid.net/api/pp/312/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguadeloupe%2F2026%2F%3Fshare%3Dtrue
2026,Guam,guam,316,high-growth-pyramid,High-growth pyramid,1.436,25.69,60.72,13.59,High income,HIC,GUM,1.074,1.17,36.51,20.77,,,,,170185,/population-pyramids/2026/high-growth-pyramid/guam.png,https://www.populationpyramid.net/guam/2026/,https://www.populationpyramid.net/api/pp/316/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguam%2F2026%2F%3Fshare%3Dtrue
2026,Guatemala,guatemala,320,high-growth-pyramid,High-growth pyramid,1.426,30.48,64.45,5.08,Upper middle income,UMC,GTM,0.995,1.246,45.48,29.21,youth-bulge,Youth bulge,,,18967978,/population-pyramids/2026/high-growth-pyramid/guatemala.png,https://www.populationpyramid.net/guatemala/2026/,https://www.populationpyramid.net/api/pp/320/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguatemala%2F2026%2F%3Fshare%3Dtrue
2026,Guinea,guinea,324,high-growth-pyramid,High-growth pyramid,2.3,40.19,56.31,3.49,Lower middle income,LMC,GIN,0.981,1.364,38.49,28.62,youth-bulge; very-young-population,Youth bulge; Very young population,,,15441993,/population-pyramids/2026/high-growth-pyramid/guinea.png,https://www.populationpyramid.net/guinea/2026/,https://www.populationpyramid.net/api/pp/324/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguinea%2F2026%2F%3Fshare%3Dtrue
2026,Guinea-Bissau,guinea-bissau,624,high-growth-pyramid,High-growth pyramid,2.044,37.85,58.87,3.28,Low income,LIC,GNB,0.991,1.619,40.35,28.67,youth-bulge,Youth bulge,,,2297808,/population-pyramids/2026/high-growth-pyramid/guinea-bissau.png,https://www.populationpyramid.net/guinea-bissau/2026/,https://www.populationpyramid.net/api/pp/624/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguinea-bissau%2F2026%2F%3Fshare%3Dtrue
2026,Guyana,guyana,328,high-growth-pyramid,High-growth pyramid,1.419,28.68,64.09,7.23,High income,HIC,GUY,0.947,1.378,41.76,25.69,,,,,840890,/population-pyramids/2026/high-growth-pyramid/guyana.png,https://www.populationpyramid.net/guyana/2026/,https://www.populationpyramid.net/api/pp/328/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fguyana%2F2026%2F%3Fshare%3Dtrue
2026,Haiti,haiti,332,high-growth-pyramid,High-growth pyramid,1.432,30.37,64.75,4.88,Lower middle income,LMC,HTI,0.987,1.342,44.56,27.65,world-bank-fcv-fy2027,World Bank Public FCV list (FY2027),,,12037506,/population-pyramids/2026/high-growth-pyramid/haiti.png,https://www.populationpyramid.net/haiti/2026/,https://www.populationpyramid.net/api/pp/332/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fhaiti%2F2026%2F%3Fshare%3Dtrue
2026,Honduras,honduras,340,high-growth-pyramid,High-growth pyramid,1.366,29.92,65.41,4.67,Lower middle income,LMC,HND,1.029,1.27,45.96,28.08,youth-bulge,Youth bulge,,,11184760,/population-pyramids/2026/high-growth-pyramid/honduras.png,https://www.populationpyramid.net/honduras/2026/,https://www.populationpyramid.net/api/pp/340/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fhonduras%2F2026%2F%3Fshare%3Dtrue
2026,Hungary,hungary,348,low-growth-constrictive,Low-growth / constrictive,0.724,14.34,64.36,21.3,High income,HIC,HUN,1.052,1.589,38.39,15.99,,,,,9585818,/population-pyramids/2026/low-growth-constrictive/hungary.png,https://www.populationpyramid.net/hungary/2026/,https://www.populationpyramid.net/api/pp/348/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fhungary%2F2026%2F%3Fshare%3Dtrue
2026,Iceland,iceland,352,low-growth-constrictive,Low-growth / constrictive,0.789,17.31,66.4,16.29,High income,HIC,ISL,1.1,1.062,43.15,20.22,,,,,402329,/population-pyramids/2026/low-growth-constrictive/iceland.png,https://www.populationpyramid.net/iceland/2026/,https://www.populationpyramid.net/api/pp/352/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ficeland%2F2026%2F%3Fshare%3Dtrue
2026,India,india,356,bullet-column,Bullet / column,1.051,23.79,68.61,7.61,Lower middle income,LMC,IND,1.087,1.098,46.44,25.85,,,,,1476625577,/population-pyramids/2026/bullet-column/india.png,https://www.populationpyramid.net/india/2026/,https://www.populationpyramid.net/api/pp/356/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Findia%2F2026%2F%3Fshare%3Dtrue
2026,Indonesia,indonesia,360,bullet-column,Bullet / column,1.095,23.87,68.32,7.81,Upper middle income,UMC,IDN,1.041,1.301,44.06,23.62,,,,,287886783,/population-pyramids/2026/bullet-column/indonesia.png,https://www.populationpyramid.net/indonesia/2026/,https://www.populationpyramid.net/api/pp/360/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Findonesia%2F2026%2F%3Fshare%3Dtrue
2026,Iran (Islamic Republic of),iran-islamic-republic-of,364,bullet-column,Bullet / column,0.883,21.57,69.49,8.94,Upper middle income,UMC,IRN,1.038,1.061,47.1,19.88,world-bank-fcv-fy2027,World Bank Public FCV list (FY2027),,,93168498,/population-pyramids/2026/bullet-column/iran-islamic-republic-of.png,https://www.populationpyramid.net/iran-islamic-republic-of/2026/,https://www.populationpyramid.net/api/pp/364/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Firan-islamic-republic-of%2F2026%2F%3Fshare%3Dtrue
2026,Iraq,iraq,368,high-growth-pyramid,High-growth pyramid,1.846,35.39,61.1,3.5,Upper middle income,UMC,IRQ,1.021,1.444,41.12,28.16,world-bank-fcv-fy2027; youth-bulge,World Bank Public FCV list (FY2027); Youth bulge,,,48007437,/population-pyramids/2026/high-growth-pyramid/iraq.png,https://www.populationpyramid.net/iraq/2026/,https://www.populationpyramid.net/api/pp/368/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Firaq%2F2026%2F%3Fshare%3Dtrue
2026,Ireland,ireland,372,bullet-column,Bullet / column,0.884,17.65,65.82,16.54,High income,HIC,IRL,0.984,1.129,40.01,20.12,,,,,5356950,/population-pyramids/2026/bullet-column/ireland.png,https://www.populationpyramid.net/ireland/2026/,https://www.populationpyramid.net/api/pp/372/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fireland%2F2026%2F%3Fshare%3Dtrue
2026,Israel,israel,376,high-growth-pyramid,High-growth pyramid,1.454,26.91,60.28,12.82,High income,HIC,ISR,1.02,1.235,38.5,22.76,,,,,9647689,/population-pyramids/2026/high-growth-pyramid/israel.png,https://www.populationpyramid.net/israel/2026/,https://www.populationpyramid.net/api/pp/376/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fisrael%2F2026%2F%3Fshare%3Dtrue
2026,Italy,italy,380,low-growth-constrictive,Low-growth / constrictive,0.657,11.43,62.97,25.6,High income,HIC,ITA,1.043,1.255,34.24,15.4,rapid-aging-profile,Aging-heavy profile,,,58926167,/population-pyramids/2026/low-growth-constrictive/italy.png,https://www.populationpyramid.net/italy/2026/,https://www.populationpyramid.net/api/pp/380/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fitaly%2F2026%2F%3Fshare%3Dtrue
2026,Jamaica,jamaica,388,low-growth-constrictive,Low-growth / constrictive,0.725,17.9,73.13,8.97,Upper middle income,UMC,JAM,1.026,1.332,49.19,24.01,working-age-bulge,Working-age bulge,,,2833404,/population-pyramids/2026/low-growth-constrictive/jamaica.png,https://www.populationpyramid.net/jamaica/2026/,https://www.populationpyramid.net/api/pp/388/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fjamaica%2F2026%2F%3Fshare%3Dtrue
2026,Japan,japan,392,low-growth-constrictive,Low-growth / constrictive,0.668,11.05,58.76,30.2,High income,HIC,JPN,1.033,1.273,32.57,14.65,rapid-aging-profile,Aging-heavy profile,,,122427731,/population-pyramids/2026/low-growth-constrictive/japan.png,https://www.populationpyramid.net/japan/2026/,https://www.populationpyramid.net/api/pp/392/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fjapan%2F2026%2F%3Fshare%3Dtrue
2026,Jordan,jordan,400,high-growth-pyramid,High-growth pyramid,1.434,29.62,65.39,4.99,Upper middle income,UMC,JOR,1.085,1.065,43.15,26.7,,,,,11589533,/population-pyramids/2026/high-growth-pyramid/jordan.png,https://www.populationpyramid.net/jordan/2026/,https://www.populationpyramid.net/api/pp/400/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fjordan%2F2026%2F%3Fshare%3Dtrue
2026,Kazakhstan,kazakhstan,398,high-growth-pyramid,High-growth pyramid,1.47,28.85,61.81,9.34,Upper middle income,UMC,KAZ,1.008,1.687,38.98,20.23,female-longevity-skew,Older female surplus,,,21083627,/population-pyramids/2026/high-growth-pyramid/kazakhstan.png,https://www.populationpyramid.net/kazakhstan/2026/,https://www.populationpyramid.net/api/pp/398/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fkazakhstan%2F2026%2F%3Fshare%3Dtrue
2026,Kenya,kenya,404,high-growth-pyramid,High-growth pyramid,1.878,35.73,61.19,3.08,Lower middle income,LMC,KEN,0.982,1.295,41.77,30.05,youth-bulge,Youth bulge,,,58636412,/population-pyramids/2026/high-growth-pyramid/kenya.png,https://www.populationpyramid.net/kenya/2026/,https://www.populationpyramid.net/api/pp/404/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fkenya%2F2026%2F%3Fshare%3Dtrue
2026,Kiribati,kiribati,296,high-growth-pyramid,High-growth pyramid,1.688,33.96,61.5,4.54,Lower middle income,LMC,KIR,0.941,1.539,41.27,25.74,,,,,138445,/population-pyramids/2026/high-growth-pyramid/kiribati.png,https://www.populationpyramid.net/kiribati/2026/,https://www.populationpyramid.net/api/pp/296/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fkiribati%2F2026%2F%3Fshare%3Dtrue
2026,Kuwait,kuwait,414,low-growth-constrictive,Low-growth / constrictive,0.556,17.76,78.98,3.26,High income,HIC,KWT,1.819,0.882,58.53,19.54,male-working-age-surplus; cohort-notch; working-age-bulge,Working-age male surplus; Cohort notch; Working-age bulge,20-24 (0.75),,5102773,/population-pyramids/2026/low-growth-constrictive/kuwait.png,https://www.populationpyramid.net/kuwait/2026/,https://www.populationpyramid.net/api/pp/414/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fkuwait%2F2026%2F%3Fshare%3Dtrue
2026,Kyrgyzstan,kyrgyzstan,417,high-growth-pyramid,High-growth pyramid,1.567,31.44,62.31,6.26,Lower middle income,LMC,KGZ,0.981,1.437,40.79,23.59,,,,,7400465,/population-pyramids/2026/high-growth-pyramid/kyrgyzstan.png,https://www.populationpyramid.net/kyrgyzstan/2026/,https://www.populationpyramid.net/api/pp/417/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fkyrgyzstan%2F2026%2F%3Fshare%3Dtrue
2026,Lao People's Democratic Republic,lao-peoples-democratic-republic,418,high-growth-pyramid,High-growth pyramid,1.346,29.48,65.56,4.96,Lower middle income,LMC,LAO,1.019,1.196,45.4,27.05,,,,,7974017,/population-pyramids/2026/high-growth-pyramid/lao-peoples-democratic-republic.png,https://www.populationpyramid.net/lao-peoples-democratic-republic/2026/,https://www.populationpyramid.net/api/pp/418/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flao-peoples-democratic-republic%2F2026%2F%3Fshare%3Dtrue
2026,Latvia,latvia,428,low-growth-constrictive,Low-growth / constrictive,0.798,14.99,62.35,22.66,High income,HIC,LVA,1.041,1.892,36.28,15.03,rapid-aging-profile; female-longevity-skew,Aging-heavy profile; Older female surplus,,,1835934,/population-pyramids/2026/low-growth-constrictive/latvia.png,https://www.populationpyramid.net/latvia/2026/,https://www.populationpyramid.net/api/pp/428/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flatvia%2F2026%2F%3Fshare%3Dtrue
2026,Lebanon,lebanon,422,high-growth-pyramid,High-growth pyramid,1.33,24.96,64.29,10.74,Lower middle income,LMC,LBN,0.944,1.283,39.58,24.98,world-bank-fcv-fy2027; fcv-male-deficit-signal,World Bank Public FCV list (FY2027); FCV context with working-age male deficit,,,5897467,/population-pyramids/2026/high-growth-pyramid/lebanon.png,https://www.populationpyramid.net/lebanon/2026/,https://www.populationpyramid.net/api/pp/422/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flebanon%2F2026%2F%3Fshare%3Dtrue
2026,Lesotho,lesotho,426,high-growth-pyramid,High-growth pyramid,1.576,33.63,62.47,3.9,Lower middle income,LMC,LSO,0.96,1.832,45.06,28.44,youth-bulge; female-longevity-skew,Youth bulge; Older female surplus,,,2389336,/population-pyramids/2026/high-growth-pyramid/lesotho.png,https://www.populationpyramid.net/lesotho/2026/,https://www.populationpyramid.net/api/pp/426/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flesotho%2F2026%2F%3Fshare%3Dtrue
2026,Liberia,liberia,430,high-growth-pyramid,High-growth pyramid,2.218,38.63,58,3.37,Low income,LIC,LBR,0.997,1.182,38.73,29.03,youth-bulge,Youth bulge,,,5853949,/population-pyramids/2026/high-growth-pyramid/liberia.png,https://www.populationpyramid.net/liberia/2026/,https://www.populationpyramid.net/api/pp/430/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fliberia%2F2026%2F%3Fshare%3Dtrue
2026,Libya,libya,434,high-growth-pyramid,High-growth pyramid,1.218,26.22,68.37,5.41,Upper middle income,UMC,LBY,1.051,1.175,44.35,25.21,world-bank-fcv-fy2027,World Bank Public FCV list (FY2027),,,7539851,/population-pyramids/2026/high-growth-pyramid/libya.png,https://www.populationpyramid.net/libya/2026/,https://www.populationpyramid.net/api/pp/434/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flibya%2F2026%2F%3Fshare%3Dtrue
2026,Lithuania,lithuania,440,low-growth-constrictive,Low-growth / constrictive,0.71,14.29,64.39,21.32,High income,HIC,LTU,1.087,1.853,38.61,16.24,female-longevity-skew,Older female surplus,,,2797338,/population-pyramids/2026/low-growth-constrictive/lithuania.png,https://www.populationpyramid.net/lithuania/2026/,https://www.populationpyramid.net/api/pp/440/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Flithuania%2F2026%2F%3Fshare%3Dtrue
